source_email,to,from,subject,body,serial_number,item_name,item_description,item_specification,item_quantity,item_deadline
"To: hvac.shop@factory.example.com
From: planning.officer+71@factory.example.com
Subject: Cooling Fans SN-0071

Hello HVAC Team,

We have created Serial Number SN-0071 for the item named ""Cooling Fan CF-71"". The item description is: panel-mounted cooling fan used for electrical enclosures. The item specification is: Size=120x120mm; Voltage=230VAC; Flow=120CFM; Filter=Yes. Please supply an item quantity of 70 units, and the item deadline is 2026-05-10.

Regards,
Planning",hvac.shop@factory.example.com,planning.officer+71@factory.example.com,Cooling Fans SN-0071,"Hello HVAC Team,

We have created Serial Number SN-0071 for the item named ""Cooling Fan CF-71"". The item description is: panel-mounted cooling fan used for electrical enclosures. The item specification is: Size=120x120mm; Voltage=230VAC; Flow=120CFM; Filter=Yes. Please supply an item quantity of 70 units, and the item deadline is 2026-05-10.

Regards,
Planning",SN-0071,Cooling Fan CF-71,"panel-mounted cooling fan used for electrical enclosures. The item specification is: Size=120x120mm; Voltage=230VAC; Flow=120CFM; Filter=Yes. Please supply an item quantity of 70 units, and the item deadline is 2026-05-10.","Size=120x120mm; Voltage=230VAC; Flow=120CFM; Filter=Yes. Please supply an item quantity of 70 units, and the item deadline is 2026-05-10.",,2026-05-10
"To: hvac.shop@factory.example.com
From: planning.officer+72@factory.example.com
Subject: Panel Air Conditioners SN-0072

Hi,

Serial Number SN-0072 corresponds to the item named ""Panel Air Conditioner PAC-72"". The item description is: enclosure air conditioner used for temperature control. The item specification is: Capacity=1000W; Voltage=230VAC; Mounting=Side; IP=IP54. The required item quantity is 8 units, and the item deadline is 2026-05-11.

Best,
Planning",hvac.shop@factory.example.com,planning.officer+72@factory.example.com,Panel Air Conditioners SN-0072,"Hi,

Serial Number SN-0072 corresponds to the item named ""Panel Air Conditioner PAC-72"". The item description is: enclosure air conditioner used for temperature control. The item specification is: Capacity=1000W; Voltage=230VAC; Mounting=Side; IP=IP54. The required item quantity is 8 units, and the item deadline is 2026-05-11.

Best,
Planning",SN-0072,Panel Air Conditioner PAC-72,"enclosure air conditioner used for temperature control. The item specification is: Capacity=1000W; Voltage=230VAC; Mounting=Side; IP=IP54. The required item quantity is 8 units, and the item deadline is 2026-05-11.","Capacity=1000W; Voltage=230VAC; Mounting=Side; IP=IP54. The required item quantity is 8 units, and the item deadline is 2026-05-11.",8,2026-05-11
"To: coolant.systems@factory.example.com
From: planning.officer+73@factory.example.com
Subject: Oil Skimmers SN-0073

Team,

We are raising Serial Number SN-0073 for the item named ""Oil Skimmer OS-73"". The item description is: belt-type oil skimmer used in coolant tanks. The item specification is: Belt Width=50mm; Reach=400mm; Motor=0.1kW; Voltage=230VAC. Please plan an item quantity of 11 units, with an item deadline of 2026-05-12.

Regards,
Planning",coolant.systems@factory.example.com,planning.officer+73@factory.example.com,Oil Skimmers SN-0073,"Team,

We are raising Serial Number SN-0073 for the item named ""Oil Skimmer OS-73"". The item description is: belt-type oil skimmer used in coolant tanks. The item specification is: Belt Width=50mm; Reach=400mm; Motor=0.1kW; Voltage=230VAC. Please plan an item quantity of 11 units, with an item deadline of 2026-05-12.

Regards,
Planning",SN-0073,Oil Skimmer OS-73,"belt-type oil skimmer used in coolant tanks. The item specification is: Belt Width=50mm; Reach=400mm; Motor=0.1kW; Voltage=230VAC. Please plan an item quantity of 11 units, with an item deadline of 2026-05-12.","Belt Width=50mm; Reach=400mm; Motor=0.1kW; Voltage=230VAC. Please plan an item quantity of 11 units, with an item deadline of 2026-05-12.",,
"To: dust.collection@factory.example.com
From: planning.officer+74@factory.example.com
Subject: Dust Collectors SN-0074

Hello,

Serial Number SN-0074 is for the item named ""Dust Collector DC-74"". The item description is: cartridge-type dust collector used for cutting stations. The item specification is: Airflow=3000m3/h; Motor=5.5kW; Filtration=1mic; Discharge=Bin. We need an item quantity of 3 units, and the item deadline is 2026-05-13.

Best,
Planning",dust.collection@factory.example.com,planning.officer+74@factory.example.com,Dust Collectors SN-0074,"Hello,

Serial Number SN-0074 is for the item named ""Dust Collector DC-74"". The item description is: cartridge-type dust collector used for cutting stations. The item specification is: Airflow=3000m3/h; Motor=5.5kW; Filtration=1mic; Discharge=Bin. We need an item quantity of 3 units, and the item deadline is 2026-05-13.

Best,
Planning",SN-0074,Dust Collector DC-74,"cartridge-type dust collector used for cutting stations. The item specification is: Airflow=3000m3/h; Motor=5.5kW; Filtration=1mic; Discharge=Bin. We need an item quantity of 3 units, and the item deadline is 2026-05-13.","Airflow=3000m3/h; Motor=5.5kW; Filtration=1mic; Discharge=Bin. We need an item quantity of 3 units, and the item deadline is 2026-05-13.",,2026-05-13
"To: dust.collection@factory.example.com
From: planning.officer+75@factory.example.com
Subject: Flexible Ducts SN-0075

Hi,

We have opened Serial Number SN-0075 for the item named ""Flexible Duct FD-75"". The item description is: flexible ducting used in the dust extraction system. The item specification is: Diameter=150mm; Length=10m; Material=PVC Reinforced; Color=Grey. Please arrange an item quantity of 45 units, and the item deadline is 2026-05-14.

Thanks,
Planning",dust.collection@factory.example.com,planning.officer+75@factory.example.com,Flexible Ducts SN-0075,"Hi,

We have opened Serial Number SN-0075 for the item named ""Flexible Duct FD-75"". The item description is: flexible ducting used in the dust extraction system. The item specification is: Diameter=150mm; Length=10m; Material=PVC Reinforced; Color=Grey. Please arrange an item quantity of 45 units, and the item deadline is 2026-05-14.

Thanks,
Planning",SN-0075,Flexible Duct FD-75,"flexible ducting used in the dust extraction system. The item specification is: Diameter=150mm; Length=10m; Material=PVC Reinforced; Color=Grey. Please arrange an item quantity of 45 units, and the item deadline is 2026-05-14.","Diameter=150mm; Length=10m; Material=PVC Reinforced; Color=Grey. Please arrange an item quantity of 45 units, and the item deadline is 2026-05-14.",,2026-05-14
"To: lighting.shop@factory.example.com
From: planning.officer+76@factory.example.com
Subject: LED Lighting Fixtures SN-0076

Hello Lighting Team,

Serial Number SN-0076 corresponds to the item named ""LED Lighting Fixture LLF-76"". The item description is: LED batten light used for production area illumination. The item specification is: Power=36W; Length=4ft; CCT=5000K; IP=IP65. The required item quantity is 130 units, and the item deadline is 2026-05-15.

Regards,
Planning",lighting.shop@factory.example.com,planning.officer+76@factory.example.com,LED Lighting Fixtures SN-0076,"Hello Lighting Team,

Serial Number SN-0076 corresponds to the item named ""LED Lighting Fixture LLF-76"". The item description is: LED batten light used for production area illumination. The item specification is: Power=36W; Length=4ft; CCT=5000K; IP=IP65. The required item quantity is 130 units, and the item deadline is 2026-05-15.

Regards,
Planning",SN-0076,LED Lighting Fixture LLF-76,"LED batten light used for production area illumination. The item specification is: Power=36W; Length=4ft; CCT=5000K; IP=IP65. The required item quantity is 130 units, and the item deadline is 2026-05-15.","Power=36W; Length=4ft; CCT=5000K; IP=IP65. The required item quantity is 130 units, and the item deadline is 2026-05-15.",130,2026-05-15
"To: power.distribution@factory.example.com
From: planning.officer+77@factory.example.com
Subject: Busbar Trunking SN-0077

Hi,

We have created Serial Number SN-0077 for the item named ""Busbar Trunking BT-77"". The item description is: busbar trunking used for power distribution across bays. The item specification is: Rating=800A; Length=4m; Conductors=Aluminum; IP=IP54. Please supply an item quantity of 14 units, and the item deadline is 2026-05-16.

Best,
Planning",power.distribution@factory.example.com,planning.officer+77@factory.example.com,Busbar Trunking SN-0077,"Hi,

We have created Serial Number SN-0077 for the item named ""Busbar Trunking BT-77"". The item description is: busbar trunking used for power distribution across bays. The item specification is: Rating=800A; Length=4m; Conductors=Aluminum; IP=IP54. Please supply an item quantity of 14 units, and the item deadline is 2026-05-16.

Best,
Planning",SN-0077,Busbar Trunking BT-77,"busbar trunking used for power distribution across bays. The item specification is: Rating=800A; Length=4m; Conductors=Aluminum; IP=IP54. Please supply an item quantity of 14 units, and the item deadline is 2026-05-16.","Rating=800A; Length=4m; Conductors=Aluminum; IP=IP54. Please supply an item quantity of 14 units, and the item deadline is 2026-05-16.",,2026-05-16
"To: power.distribution@factory.example.com
From: planning.officer+78@factory.example.com
Subject: Feeder Pillars SN-0078

Team,

Serial Number SN-0078 refers to the item named ""Feeder Pillar FP-78"". The item description is: outdoor feeder pillar used for utility power distribution. The item specification is: Rating=400A; Voltage=415VAC; IP=IP55; Finish=Outdoor Paint. We need an item quantity of 5 units, and the item deadline is 2026-05-17.

Regards,
Planning",power.distribution@factory.example.com,planning.officer+78@factory.example.com,Feeder Pillars SN-0078,"Team,

Serial Number SN-0078 refers to the item named ""Feeder Pillar FP-78"". The item description is: outdoor feeder pillar used for utility power distribution. The item specification is: Rating=400A; Voltage=415VAC; IP=IP55; Finish=Outdoor Paint. We need an item quantity of 5 units, and the item deadline is 2026-05-17.

Regards,
Planning",SN-0078,Feeder Pillar FP-78,"outdoor feeder pillar used for utility power distribution. The item specification is: Rating=400A; Voltage=415VAC; IP=IP55; Finish=Outdoor Paint. We need an item quantity of 5 units, and the item deadline is 2026-05-17.","Rating=400A; Voltage=415VAC; IP=IP55; Finish=Outdoor Paint. We need an item quantity of 5 units, and the item deadline is 2026-05-17.",,2026-05-17
"To: earthing.systems@factory.example.com
From: planning.officer+79@factory.example.com
Subject: Earthing Strips SN-0079

Hello,

We are raising Serial Number SN-0079 for the item named ""Earthing Strip ES-79"". The item description is: GI earthing strip used for plant earthing networks. The item specification is: Size=50x6mm; Coating=Hot Dip Galvanized; Length=6m. The planned item quantity is 90 units, and the item deadline is 2026-05-18.

Thanks,
Planning",earthing.systems@factory.example.com,planning.officer+79@factory.example.com,Earthing Strips SN-0079,"Hello,

We are raising Serial Number SN-0079 for the item named ""Earthing Strip ES-79"". The item description is: GI earthing strip used for plant earthing networks. The item specification is: Size=50x6mm; Coating=Hot Dip Galvanized; Length=6m. The planned item quantity is 90 units, and the item deadline is 2026-05-18.

Thanks,
Planning",SN-0079,Earthing Strip ES-79,"GI earthing strip used for plant earthing networks. The item specification is: Size=50x6mm; Coating=Hot Dip Galvanized; Length=6m. The planned item quantity is 90 units, and the item deadline is 2026-05-18.","Size=50x6mm; Coating=Hot Dip Galvanized; Length=6m. The planned item quantity is 90 units, and the item deadline is 2026-05-18.",90,2026-05-18
"To: earthing.systems@factory.example.com
From: planning.officer+80@factory.example.com
Subject: Earth Pit Chambers SN-0080

Hi,

Serial Number SN-0080 corresponds to the item named ""Earth Pit Chamber EPC-80"". The item description is: earth pit inspection chamber used for earthing points. The item specification is: Material=Polymer Concrete; Size=300x300mm; Cover=Bolted. Please arrange an item quantity of 26 units, with an item deadline of 2026-05-19.

Regards,
Planning",earthing.systems@factory.example.com,planning.officer+80@factory.example.com,Earth Pit Chambers SN-0080,"Hi,

Serial Number SN-0080 corresponds to the item named ""Earth Pit Chamber EPC-80"". The item description is: earth pit inspection chamber used for earthing points. The item specification is: Material=Polymer Concrete; Size=300x300mm; Cover=Bolted. Please arrange an item quantity of 26 units, with an item deadline of 2026-05-19.

Regards,
Planning",SN-0080,Earth Pit Chamber EPC-80,"earth pit inspection chamber used for earthing points. The item specification is: Material=Polymer Concrete; Size=300x300mm; Cover=Bolted. Please arrange an item quantity of 26 units, with an item deadline of 2026-05-19.","Material=Polymer Concrete; Size=300x300mm; Cover=Bolted. Please arrange an item quantity of 26 units, with an item deadline of 2026-05-19.",,
"To: compressed.air@factory.example.com
From: planning.officer+81@factory.example.com
Subject: Air Receivers SN-0081

Hello,

We have opened Serial Number SN-0081 for the item named ""Air Receiver AR-81"". The item description is: vertical air receiver tank used for compressed air storage. The item specification is: Capacity=2000L; Pressure=10bar; Material=IS2062; Coating=Epoxy. The required item quantity is 2 units, and the item deadline is 2026-05-20.

Best,
Planning",compressed.air@factory.example.com,planning.officer+81@factory.example.com,Air Receivers SN-0081,"Hello,

We have opened Serial Number SN-0081 for the item named ""Air Receiver AR-81"". The item description is: vertical air receiver tank used for compressed air storage. The item specification is: Capacity=2000L; Pressure=10bar; Material=IS2062; Coating=Epoxy. The required item quantity is 2 units, and the item deadline is 2026-05-20.

Best,
Planning",SN-0081,Air Receiver AR-81,"vertical air receiver tank used for compressed air storage. The item specification is: Capacity=2000L; Pressure=10bar; Material=IS2062; Coating=Epoxy. The required item quantity is 2 units, and the item deadline is 2026-05-20.","Capacity=2000L; Pressure=10bar; Material=IS2062; Coating=Epoxy. The required item quantity is 2 units, and the item deadline is 2026-05-20.",2,2026-05-20
"To: compressed.air@factory.example.com
From: planning.officer+82@factory.example.com
Subject: Condensate Traps SN-0082

Team,

Serial Number SN-0082 is associated with the item named ""Condensate Trap CT-82"". The item description is: automatic condensate trap used on compressed air lines. The item specification is: Connection=1/2 inch; Pressure=0-16bar; Body=Aluminum; Type=Float. Please supply an item quantity of 36 units, and the item deadline is 2026-05-21.

Regards,
Planning",compressed.air@factory.example.com,planning.officer+82@factory.example.com,Condensate Traps SN-0082,"Team,

Serial Number SN-0082 is associated with the item named ""Condensate Trap CT-82"". The item description is: automatic condensate trap used on compressed air lines. The item specification is: Connection=1/2 inch; Pressure=0-16bar; Body=Aluminum; Type=Float. Please supply an item quantity of 36 units, and the item deadline is 2026-05-21.

Regards,
Planning",SN-0082,Condensate Trap CT-82,"automatic condensate trap used on compressed air lines. The item specification is: Connection=1/2 inch; Pressure=0-16bar; Body=Aluminum; Type=Float. Please supply an item quantity of 36 units, and the item deadline is 2026-05-21.","Connection=1/2 inch; Pressure=0-16bar; Body=Aluminum; Type=Float. Please supply an item quantity of 36 units, and the item deadline is 2026-05-21.",,2026-05-21
"To: compressed.air@factory.example.com
From: planning.officer+83@factory.example.com
Subject: Refrigerated Air Dryers SN-0083

Hi,

We are creating Serial Number SN-0083 for the item named ""Refrigerated Air Dryer RAD-83"". The item description is: refrigerated dryer used in the compressed air system. The item specification is: Capacity=1000CFM; Voltage=415VAC; Dew Point=+3C; Refrigerant=R134a. The required item quantity is 3 units, and the item deadline is 2026-05-22.

Thanks,
Planning",compressed.air@factory.example.com,planning.officer+83@factory.example.com,Refrigerated Air Dryers SN-0083,"Hi,

We are creating Serial Number SN-0083 for the item named ""Refrigerated Air Dryer RAD-83"". The item description is: refrigerated dryer used in the compressed air system. The item specification is: Capacity=1000CFM; Voltage=415VAC; Dew Point=+3C; Refrigerant=R134a. The required item quantity is 3 units, and the item deadline is 2026-05-22.

Thanks,
Planning",SN-0083,Refrigerated Air Dryer RAD-83,"refrigerated dryer used in the compressed air system. The item specification is: Capacity=1000CFM; Voltage=415VAC; Dew Point=+3C; Refrigerant=R134a. The required item quantity is 3 units, and the item deadline is 2026-05-22.","Capacity=1000CFM; Voltage=415VAC; Dew Point=+3C; Refrigerant=R134a. The required item quantity is 3 units, and the item deadline is 2026-05-22.",3,2026-05-22
"To: compressed.air@factory.example.com
From: planning.officer+84@factory.example.com
Subject: Oil-Free Compressors SN-0084

Hello,

Serial Number SN-0084 refers to the item named ""Oil-Free Compressor OFC-84"". The item description is: oil-free screw compressor used for instrument air. The item specification is: Power=45kW; Pressure=7.5bar; Voltage=415VAC; Cooling=Air Cooled. Please arrange an item quantity of 2 units, with an item deadline of 2026-05-23.

Best,
Planning",compressed.air@factory.example.com,planning.officer+84@factory.example.com,Oil-Free Compressors SN-0084,"Hello,

Serial Number SN-0084 refers to the item named ""Oil-Free Compressor OFC-84"". The item description is: oil-free screw compressor used for instrument air. The item specification is: Power=45kW; Pressure=7.5bar; Voltage=415VAC; Cooling=Air Cooled. Please arrange an item quantity of 2 units, with an item deadline of 2026-05-23.

Best,
Planning",SN-0084,Oil-Free Compressor OFC-84,"oil-free screw compressor used for instrument air. The item specification is: Power=45kW; Pressure=7.5bar; Voltage=415VAC; Cooling=Air Cooled. Please arrange an item quantity of 2 units, with an item deadline of 2026-05-23.","Power=45kW; Pressure=7.5bar; Voltage=415VAC; Cooling=Air Cooled. Please arrange an item quantity of 2 units, with an item deadline of 2026-05-23.",,
"To: instrumentation.cell@factory.example.com
From: planning.officer+85@factory.example.com
Subject: Instrument Cabinets SN-0085

Hi Instrumentation Team,

We have created Serial Number SN-0085 for the item named ""Instrument Cabinet IC-85"". The item description is: field-mounted cabinet used for instrumentation modules. The item specification is: Material=SS304; Size=800x600x300mm; IP=IP66; Mounting=Wall. The required item quantity is 15 units, and the item deadline is 2026-05-24.

Thanks,
Planning",instrumentation.cell@factory.example.com,planning.officer+85@factory.example.com,Instrument Cabinets SN-0085,"Hi Instrumentation Team,

We have created Serial Number SN-0085 for the item named ""Instrument Cabinet IC-85"". The item description is: field-mounted cabinet used for instrumentation modules. The item specification is: Material=SS304; Size=800x600x300mm; IP=IP66; Mounting=Wall. The required item quantity is 15 units, and the item deadline is 2026-05-24.

Thanks,
Planning",SN-0085,Instrument Cabinet IC-85,"field-mounted cabinet used for instrumentation modules. The item specification is: Material=SS304; Size=800x600x300mm; IP=IP66; Mounting=Wall. The required item quantity is 15 units, and the item deadline is 2026-05-24.","Material=SS304; Size=800x600x300mm; IP=IP66; Mounting=Wall. The required item quantity is 15 units, and the item deadline is 2026-05-24.",15,2026-05-24
"To: instrumentation.cell@factory.example.com
From: planning.officer+86@factory.example.com
Subject: Manifold Valves SN-0086

Team,

Serial Number SN-0086 is for the item named ""Manifold Valve MV-86"". The item description is: two-valve manifold used for pressure transmitter isolation. The item specification is: Material=SS316; Connection=1/2 inch NPT; Rating=6000psi; Type=Block+Bleed. Please supply an item quantity of 40 units, with an item deadline of 2026-05-25.

Regards,
Planning",instrumentation.cell@factory.example.com,planning.officer+86@factory.example.com,Manifold Valves SN-0086,"Team,

Serial Number SN-0086 is for the item named ""Manifold Valve MV-86"". The item description is: two-valve manifold used for pressure transmitter isolation. The item specification is: Material=SS316; Connection=1/2 inch NPT; Rating=6000psi; Type=Block+Bleed. Please supply an item quantity of 40 units, with an item deadline of 2026-05-25.

Regards,
Planning",SN-0086,Manifold Valve MV-86,"two-valve manifold used for pressure transmitter isolation. The item specification is: Material=SS316; Connection=1/2 inch NPT; Rating=6000psi; Type=Block+Bleed. Please supply an item quantity of 40 units, with an item deadline of 2026-05-25.","Material=SS316; Connection=1/2 inch NPT; Rating=6000psi; Type=Block+Bleed. Please supply an item quantity of 40 units, with an item deadline of 2026-05-25.",,
"To: instrumentation.cell@factory.example.com
From: planning.officer+87@factory.example.com
Subject: Impulse Tubing SN-0087

Hello,

We are raising Serial Number SN-0087 for the item named ""Impulse Tubing IT-87"". The item description is: SS impulse tubing used for pressure connections. The item specification is: Material=SS316; Size=1/2 inch OD; Thickness=1.5mm; Length=6m. The required item quantity is 95 units, and the item deadline is 2026-05-26.

Best,
Planning",instrumentation.cell@factory.example.com,planning.officer+87@factory.example.com,Impulse Tubing SN-0087,"Hello,

We are raising Serial Number SN-0087 for the item named ""Impulse Tubing IT-87"". The item description is: SS impulse tubing used for pressure connections. The item specification is: Material=SS316; Size=1/2 inch OD; Thickness=1.5mm; Length=6m. The required item quantity is 95 units, and the item deadline is 2026-05-26.

Best,
Planning",SN-0087,Impulse Tubing IT-87,"SS impulse tubing used for pressure connections. The item specification is: Material=SS316; Size=1/2 inch OD; Thickness=1.5mm; Length=6m. The required item quantity is 95 units, and the item deadline is 2026-05-26.","Material=SS316; Size=1/2 inch OD; Thickness=1.5mm; Length=6m. The required item quantity is 95 units, and the item deadline is 2026-05-26.",95,2026-05-26
"To: valves.shop@factory.example.com
From: planning.officer+88@factory.example.com
Subject: Solenoid Valves SN-0088

Hi Valves Team,

Serial Number SN-0088 has been assigned to the item named ""Solenoid Valve SV-88"". The item description is: pilot-operated solenoid valve used on the process line. The item specification is: Size=1 inch; Body=Bronze; Voltage=230VAC; Media=Water. Please arrange an item quantity of 52 units, and the item deadline is 2026-05-27.

Thanks,
Planning",valves.shop@factory.example.com,planning.officer+88@factory.example.com,Solenoid Valves SN-0088,"Hi Valves Team,

Serial Number SN-0088 has been assigned to the item named ""Solenoid Valve SV-88"". The item description is: pilot-operated solenoid valve used on the process line. The item specification is: Size=1 inch; Body=Bronze; Voltage=230VAC; Media=Water. Please arrange an item quantity of 52 units, and the item deadline is 2026-05-27.

Thanks,
Planning",SN-0088,Solenoid Valve SV-88,"pilot-operated solenoid valve used on the process line. The item specification is: Size=1 inch; Body=Bronze; Voltage=230VAC; Media=Water. Please arrange an item quantity of 52 units, and the item deadline is 2026-05-27.","Size=1 inch; Body=Bronze; Voltage=230VAC; Media=Water. Please arrange an item quantity of 52 units, and the item deadline is 2026-05-27.",,2026-05-27
"To: valves.shop@factory.example.com
From: planning.officer+89@factory.example.com
Subject: Diaphragm Valves SN-0089

Team,

We have created Serial Number SN-0089 for the item named ""Diaphragm Valve DV-89"". The item description is: manual diaphragm valve used on CIP lines. The item specification is: Size=DN40; Body=SS316L; End=Tri-clamp; Finish=Electropolished. The planned item quantity is 38 units, and the item deadline is 2026-05-28.

Regards,
Planning",valves.shop@factory.example.com,planning.officer+89@factory.example.com,Diaphragm Valves SN-0089,"Team,

We have created Serial Number SN-0089 for the item named ""Diaphragm Valve DV-89"". The item description is: manual diaphragm valve used on CIP lines. The item specification is: Size=DN40; Body=SS316L; End=Tri-clamp; Finish=Electropolished. The planned item quantity is 38 units, and the item deadline is 2026-05-28.

Regards,
Planning",SN-0089,Diaphragm Valve DV-89,"manual diaphragm valve used on CIP lines. The item specification is: Size=DN40; Body=SS316L; End=Tri-clamp; Finish=Electropolished. The planned item quantity is 38 units, and the item deadline is 2026-05-28.","Size=DN40; Body=SS316L; End=Tri-clamp; Finish=Electropolished. The planned item quantity is 38 units, and the item deadline is 2026-05-28.",38,2026-05-28
"To: valves.shop@factory.example.com
From: planning.officer+90@factory.example.com
Subject: Sample Valves SN-0090

Hello,

Serial Number SN-0090 corresponds to the item named ""Sample Valve SV-90"". The item description is: hygienic sample valve used for product sampling. The item specification is: Connection=Tri-clamp; Body=SS316L; Seat=EPDM; Max Temp=135C. We require an item quantity of 26 units, and the item deadline is 2026-05-29.

Best,
Planning",valves.shop@factory.example.com,planning.officer+90@factory.example.com,Sample Valves SN-0090,"Hello,

Serial Number SN-0090 corresponds to the item named ""Sample Valve SV-90"". The item description is: hygienic sample valve used for product sampling. The item specification is: Connection=Tri-clamp; Body=SS316L; Seat=EPDM; Max Temp=135C. We require an item quantity of 26 units, and the item deadline is 2026-05-29.

Best,
Planning",SN-0090,Sample Valve SV-90,"hygienic sample valve used for product sampling. The item specification is: Connection=Tri-clamp; Body=SS316L; Seat=EPDM; Max Temp=135C. We require an item quantity of 26 units, and the item deadline is 2026-05-29.","Connection=Tri-clamp; Body=SS316L; Seat=EPDM; Max Temp=135C. We require an item quantity of 26 units, and the item deadline is 2026-05-29.",,2026-05-29
"To: heat.transfer@factory.example.com
From: planning.officer+91@factory.example.com
Subject: Plate Heat Exchangers SN-0091

Hi,

We are opening Serial Number SN-0091 for the item named ""Plate Heat Exchanger PHE-91"". The item description is: plate heat exchanger used for product heating. The item specification is: Plates=80; Material=SS316L; Duty=250kW; Gasket=EPDM. The required item quantity is 3 units, and the item deadline is 2026-05-30.

Thanks,
Planning",heat.transfer@factory.example.com,planning.officer+91@factory.example.com,Plate Heat Exchangers SN-0091,"Hi,

We are opening Serial Number SN-0091 for the item named ""Plate Heat Exchanger PHE-91"". The item description is: plate heat exchanger used for product heating. The item specification is: Plates=80; Material=SS316L; Duty=250kW; Gasket=EPDM. The required item quantity is 3 units, and the item deadline is 2026-05-30.

Thanks,
Planning",SN-0091,Plate Heat Exchanger PHE-91,"plate heat exchanger used for product heating. The item specification is: Plates=80; Material=SS316L; Duty=250kW; Gasket=EPDM. The required item quantity is 3 units, and the item deadline is 2026-05-30.","Plates=80; Material=SS316L; Duty=250kW; Gasket=EPDM. The required item quantity is 3 units, and the item deadline is 2026-05-30.",3,2026-05-30
"To: steam.systems@factory.example.com
From: planning.officer+92@factory.example.com
Subject: Steam Traps SN-0092

Team,

Serial Number SN-0092 relates to the item named ""Steam Trap ST-92"". The item description is: thermodynamic steam trap used for condensate removal. The item specification is: Size=15mm; Pressure=17bar; Body=Forged Steel; Connection=Screwed. The planned item quantity is 64 units, and the item deadline is 2026-05-31.

Regards,
Planning",steam.systems@factory.example.com,planning.officer+92@factory.example.com,Steam Traps SN-0092,"Team,

Serial Number SN-0092 relates to the item named ""Steam Trap ST-92"". The item description is: thermodynamic steam trap used for condensate removal. The item specification is: Size=15mm; Pressure=17bar; Body=Forged Steel; Connection=Screwed. The planned item quantity is 64 units, and the item deadline is 2026-05-31.

Regards,
Planning",SN-0092,Steam Trap ST-92,"thermodynamic steam trap used for condensate removal. The item specification is: Size=15mm; Pressure=17bar; Body=Forged Steel; Connection=Screwed. The planned item quantity is 64 units, and the item deadline is 2026-05-31.","Size=15mm; Pressure=17bar; Body=Forged Steel; Connection=Screwed. The planned item quantity is 64 units, and the item deadline is 2026-05-31.",64,2026-05-31
"To: steam.systems@factory.example.com
From: planning.officer+93@factory.example.com
Subject: Steam Hoses SN-0093

Hello,

We have created Serial Number SN-0093 for the item named ""Steam Hose SH-93"". The item description is: flexible steam hose used for cleaning stations. The item specification is: Size=3/4 inch; Pressure=10bar; Length=20m; Cover=Heat Resistant. Please arrange an item quantity of 44 units, and the item deadline is 2026-06-01.

Best,
Planning",steam.systems@factory.example.com,planning.officer+93@factory.example.com,Steam Hoses SN-0093,"Hello,

We have created Serial Number SN-0093 for the item named ""Steam Hose SH-93"". The item description is: flexible steam hose used for cleaning stations. The item specification is: Size=3/4 inch; Pressure=10bar; Length=20m; Cover=Heat Resistant. Please arrange an item quantity of 44 units, and the item deadline is 2026-06-01.

Best,
Planning",SN-0093,Steam Hose SH-93,"flexible steam hose used for cleaning stations. The item specification is: Size=3/4 inch; Pressure=10bar; Length=20m; Cover=Heat Resistant. Please arrange an item quantity of 44 units, and the item deadline is 2026-06-01.","Size=3/4 inch; Pressure=10bar; Length=20m; Cover=Heat Resistant. Please arrange an item quantity of 44 units, and the item deadline is 2026-06-01.",,2026-06-01
"To: insulation.shop@factory.example.com
From: planning.officer+94@factory.example.com
Subject: Insulation Mattresses SN-0094

Hi,

Serial Number SN-0094 has been assigned to the item named ""Insulation Mattress IM-94"". The item description is: removable insulation mattress used on process piping. The item specification is: Thickness=50mm; Material=Mineral Wool; Cover=Aluminum Cloth; Temp=250C. We need an item quantity of 90 units, and the item deadline is 2026-06-02.

Thanks,
Planning",insulation.shop@factory.example.com,planning.officer+94@factory.example.com,Insulation Mattresses SN-0094,"Hi,

Serial Number SN-0094 has been assigned to the item named ""Insulation Mattress IM-94"". The item description is: removable insulation mattress used on process piping. The item specification is: Thickness=50mm; Material=Mineral Wool; Cover=Aluminum Cloth; Temp=250C. We need an item quantity of 90 units, and the item deadline is 2026-06-02.

Thanks,
Planning",SN-0094,Insulation Mattress IM-94,"removable insulation mattress used on process piping. The item specification is: Thickness=50mm; Material=Mineral Wool; Cover=Aluminum Cloth; Temp=250C. We need an item quantity of 90 units, and the item deadline is 2026-06-02.","Thickness=50mm; Material=Mineral Wool; Cover=Aluminum Cloth; Temp=250C. We need an item quantity of 90 units, and the item deadline is 2026-06-02.",,2026-06-02
